,Unnamed: 0,State,Account_Length,Area_code,Phone,International_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_calls,Day_Charge,Eve_Mins,Eve_calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,International_Mins,International_Calls,International_Charge,CustServ_Calls,Churn
697,697,30,63,408, 404-9539,0,0,0,149.3,104,25.38,273.6,75,23.26,206.6,72,9.3,9.1,4,2.46,0,0
698,698,23,37,415, 341-7332,0,0,0,206.0,89,35.02,186.0,88,15.81,307.1,86,13.82,8.4,4,2.27,0,0
699,699,50,98,415, 338-7886,0,0,0,216.8,86,36.86,190.8,114,16.22,187.5,79,8.44,11.0,9,2.97,0,0
700,700,1,121,415, 332-5596,0,0,0,103.3,110,17.56,129.1,82,10.97,167.1,113,7.52,10.7,3,2.89,0,0
701,701,26,94,415, 348-9945,0,0,0,139.4,95,23.7,159.1,92,13.52,128.2,129,5.77,7.7,3,2.08,0,0
702,702,16,99,415, 407-1896,0,0,0,191.2,110,32.5,163.9,102,13.93,243.6,114,10.96,14.1,3,3.81,1,0
703,703,21,163,510, 398-9408,0,1,23,160.0,104,27.2,189.4,64,16.1,229.9,118,10.35,10.4,7,2.81,1,0
704,704,33,161,510, 369-8005,0,0,0,221.7,95,37.69,193.0,82,16.41,194.1,113,8.73,6.5,4,1.76,3,0
705,705,41,99,415, 346-2530,0,0,0,62.9,81,10.69,231.0,64,19.64,168.9,121,7.6,8.5,5,2.3,1,0
706,706,24,108,415, 400-5984,0,0,0,215.6,78,36.65,195.3,119,16.6,194.4,65,8.75,3.6,5,0.97,1,0
707,707,19,84,510, 351-1007,0,1,42,165.3,97,28.1,223.5,118,19.0,260.8,72,11.74,7.6,7,2.05,3,0
708,708,5,83,415, 345-5980,1,1,32,94.7,111,16.1,154.4,98,13.12,200.4,109,9.02,10.6,6,2.86,2,0
709,709,37,139,510, 368-8964,0,0,0,203.2,81,34.54,152.5,99,12.96,197.8,76,8.9,9.7,3,2.62,2,0
710,710,36,69,510, 358-1912,0,0,0,195.3,70,33.2,216.7,108,18.42,259.9,119,11.7,12.5,4,3.38,3,0
711,711,10,129,510, 379-3132,0,0,0,143.7,114,24.43,297.8,98,25.31,212.6,86,9.57,11.4,8,3.08,4,0
712,712,33,106,415, 340-9910,0,0,0,114.4,104,19.45,78.3,101,6.66,232.7,78,10.47,10.3,0,2.78,2,0
713,713,6,158,415, 396-2719,0,0,0,222.8,101,37.88,203.0,128,17.26,210.6,106,9.48,6.9,2,1.86,2,0
714,714,46,168,415, 369-6204,0,1,22,175.9,70,29.9,211.7,105,17.99,174.5,81,7.85,7.3,5,1.97,2,0
715,715,1,115,510, 420-9971,1,0,0,249.9,95,42.48,242.5,104,20.61,151.7,121,6.83,15.3,6,4.13,1,1
716,716,45,57,408, 410-3782,1,1,30,234.5,130,39.87,195.2,116,16.59,268.8,94,12.1,11.4,4,3.08,2,0
717,717,38,67,415, 404-4481,0,0,0,210.7,116,35.82,219.2,86,18.63,179.7,83,8.09,7.2,6,1.94,1,0
718,718,48,127,408, 383-9255,0,0,0,182.3,124,30.99,169.9,110,14.44,184.0,116,8.28,9.3,3,2.51,1,0
719,719,48,78,510, 418-9385,0,0,0,190.3,88,32.35,194.5,89,16.53,256.5,109,11.54,11.7,5,3.16,2,0
720,720,19,100,415, 360-9676,0,1,38,177.1,88,30.11,163.7,108,13.91,242.7,72,10.92,7.4,2,2.0,0,0
721,721,12,103,510, 327-3587,0,1,36,87.2,92,14.82,169.3,110,14.39,166.7,80,7.5,10.9,5,2.94,6,1
722,722,25,113,415, 385-4715,0,0,0,215.6,96,36.65,193.4,127,16.44,105.4,115,4.74,13.5,3,3.65,1,0
723,723,14,78,510, 414-2695,0,0,0,137.4,109,23.36,237.6,49,20.2,206.7,136,9.3,14.0,4,3.78,3,0
724,724,8,129,510, 331-5999,0,1,36,192.8,103,32.78,177.0,83,15.05,216.5,118,9.74,16.4,5,4.43,1,0
725,725,36,57,510, 337-7739,0,0,0,149.3,100,25.38,200.2,110,17.02,231.7,101,10.43,11.9,3,3.21,2,0
726,726,1,82,408, 388-6658,0,0,0,143.7,116,24.43,170.7,99,14.51,287.7,95,12.95,7.8,5,2.11,1,0
727,727,9,64,415, 405-6943,0,0,0,224.8,111,38.22,190.0,101,16.15,221.4,110,9.96,9.2,2,2.48,1,0
728,728,22,86,510, 382-4084,0,1,39,261.2,122,44.4,214.2,101,18.21,154.9,101,6.97,12.7,5,3.43,2,0
729,729,18,151,415, 352-8249,0,1,26,196.5,98,33.41,175.8,111,14.94,221.8,124,9.98,13.4,5,3.62,0,0
730,730,10,94,510, 353-8363,0,0,0,271.2,105,46.1,202.6,105,17.22,221.6,51,9.97,11.5,3,3.11,3,1
731,731,10,90,415, 416-2825,0,0,0,207.2,121,35.22,292.5,104,24.86,226.3,103,10.18,8.0,1,2.16,2,0
732,732,28,48,510, 342-6696,0,0,0,300.4,94,51.07,133.2,103,11.32,197.4,94,8.88,7.2,5,1.94,2,0
733,733,32,85,408, 338-9210,0,1,37,229.6,123,39.03,132.3,90,11.25,211.9,76,9.54,9.5,8,2.57,2,0
734,734,9,93,415, 328-1768,1,1,20,187.5,110,31.88,169.8,94,14.43,175.3,127,7.89,12.1,4,3.27,1,0
735,735,37,169,415, 406-5870,1,0,0,57.1,98,9.71,199.7,78,16.97,274.7,103,12.36,6.5,6,1.76,3,0
736,736,12,68,415, 398-3834,0,0,0,162.1,86,27.56,155.0,86,13.18,189.7,87,8.54,11.0,9,2.97,5,1
737,737,25,91,415, 330-7754,1,0,0,145.0,89,24.65,175.8,102,14.94,223.7,151,10.07,16.7,3,4.51,2,1
738,738,16,68,510, 414-9054,0,0,0,159.5,123,27.12,240.8,93,20.47,210.3,76,9.46,11.4,3,3.08,1,0
739,739,14,101,510, 350-2832,0,0,0,190.7,72,32.42,208.6,103,17.73,203.8,111,9.17,8.8,8,2.38,1,0
740,740,12,67,510, 414-9027,0,1,20,230.6,100,39.2,189.1,58,16.07,162.2,115,7.3,9.4,2,2.54,1,0
741,741,42,66,415, 337-1225,0,0,0,180.0,133,30.6,278.6,61,23.68,129.6,120,5.83,11.5,3,3.11,0,0
742,742,31,116,415, 394-6577,0,1,17,193.4,112,32.88,240.6,131,20.45,248.1,98,11.16,11.4,3,3.08,5,0
743,743,47,158,408, 359-6995,0,0,0,202.0,126,34.34,163.5,86,13.9,195.4,84,8.79,10.4,6,2.81,1,0
744,744,21,78,415, 377-7561,0,0,0,191.7,122,32.59,241.4,88,20.52,203.5,86,9.16,9.1,5,2.46,1,0
745,745,30,119,415, 380-6631,0,1,26,161.3,97,27.42,250.3,110,21.28,142.4,92,6.41,6.6,8,1.78,1,0
746,746,14,120,415, 390-8876,0,0,0,150.6,85,25.6,119.0,128,10.12,232.9,123,10.48,6.4,2,1.73,1,0
747,747,25,155,510, 413-2201,0,0,0,184.6,102,31.38,196.0,117,16.66,226.5,122,10.19,7.8,1,2.11,1,0
748,748,47,106,408, 374-2073,0,0,0,220.7,120,37.52,270.2,95,22.97,121.6,113,5.47,8.7,5,2.35,1,0
749,749,32,87,510, 417-1272,1,0,0,167.3,119,28.44,198.5,119,16.87,133.1,88,5.99,11.0,6,2.97,1,0
750,750,2,146,415, 358-1129,0,1,32,154.0,80,26.18,185.5,91,15.77,148.2,107,6.67,8.2,4,2.21,3,0
751,751,33,101,415, 394-1211,0,1,29,121.1,116,20.59,186.4,100,15.84,241.7,75,10.88,10.1,6,2.73,0,0
752,752,24,22,510, 327-1319,0,1,23,182.1,94,30.96,164.6,59,13.99,128.8,102,5.8,12.7,4,3.43,3,0
753,753,11,90,415, 399-4413,0,0,0,109.6,88,18.63,137.6,108,11.7,159.7,121,7.19,11.0,5,2.97,2,0
754,754,7,41,415, 393-9985,0,0,0,209.9,105,35.68,121.9,105,10.36,253.7,104,11.42,9.6,4,2.59,1,0
755,755,8,69,415, 401-8377,0,0,0,167.5,76,28.48,242.1,92,20.58,101.2,103,4.55,11.4,4,3.08,2,0
756,756,10,33,415, 331-3202,0,0,0,213.9,88,36.36,239.8,119,20.38,148.7,71,6.69,9.8,4,2.65,2,0
757,757,12,112,415, 358-5953,0,0,0,115.8,108,19.69,243.3,111,20.68,184.6,78,8.31,13.1,5,3.54,1,0
758,758,47,108,510, 380-7624,0,1,30,276.6,99,47.02,220.1,113,18.71,177.9,95,8.01,9.8,6,2.65,2,0
759,759,27,136,415, 416-5261,0,1,21,179.4,88,30.5,181.1,97,15.39,320.7,120,14.43,9.5,4,2.57,2,0
760,760,35,128,510, 417-5067,0,0,0,187.3,84,31.84,270.8,95,23.02,206.4,68,9.29,10.1,5,2.73,1,0
761,761,35,27,408, 345-6515,0,0,0,201.2,128,34.2,227.2,100,19.31,145.8,91,6.56,8.4,3,2.27,2,0
762,762,10,161,415, 406-1349,1,0,0,189.6,78,32.23,267.4,117,22.73,184.5,137,8.3,10.3,6,2.78,1,0
763,763,36,33,415, 360-9038,0,1,35,186.8,124,31.76,261.0,69,22.19,317.8,103,14.3,15.0,5,4.05,0,0
764,764,31,120,415, 348-3444,0,1,31,153.5,83,26.1,219.1,96,18.62,237.4,76,10.68,11.4,4,3.08,0,0
765,765,51,113,415, 370-2892,0,0,0,187.6,97,31.89,208.2,118,17.7,158.9,101,7.15,8.7,6,2.35,2,0
766,766,49,122,415, 383-4061,1,0,0,230.9,132,39.25,243.2,99,20.67,182.4,57,8.21,11.0,2,2.97,0,1
767,767,1,148,415, 391-7937,0,1,26,244.9,150,41.63,118.0,138,10.03,236.0,91,10.62,15.2,4,4.1,2,0
768,768,9,74,415, 389-4083,0,0,0,230.9,93,39.25,223.0,78,18.96,157.8,101,7.1,9.7,2,2.62,3,0
769,769,21,106,415, 410-9633,0,0,0,187.1,104,31.81,250.2,117,21.27,144.9,81,6.52,11.0,3,2.97,1,0
770,770,3,179,415, 418-9502,0,0,0,170.7,54,29.02,191.1,108,16.24,214.6,107,9.66,13.3,4,3.59,1,0
771,771,13,149,415, 339-6637,1,1,28,126.9,97,21.57,166.9,102,14.19,145.2,77,6.53,8.8,3,2.38,5,1
772,772,5,77,510, 356-3403,0,0,0,189.5,112,32.22,207.0,95,17.6,214.1,91,9.63,9.2,7,2.48,0,0
773,773,15,127,408, 371-9457,1,0,0,176.9,110,30.07,167.9,100,14.27,182.2,138,8.2,7.7,2,2.08,1,1
774,774,8,80,415, 391-8087,0,0,0,161.1,99,27.39,198.8,81,16.9,228.4,116,10.28,10.6,4,2.86,1,0
775,775,21,106,510, 392-6420,0,0,0,169.4,107,28.8,197.2,71,16.76,202.2,79,9.1,10.7,4,2.89,1,0
776,776,2,61,415, 399-4094,0,1,20,254.4,133,43.25,161.7,96,13.74,251.4,91,11.31,10.5,4,2.84,0,0
777,777,39,135,510, 378-4013,1,1,24,127.7,54,21.71,215.0,105,18.28,234.3,84,10.54,5.8,4,1.57,2,0
778,778,47,115,415, 386-6306,0,1,26,170.5,107,28.99,217.2,77,18.46,225.7,71,10.16,13.6,5,3.67,6,0
779,779,39,167,408, 359-3618,1,0,0,219.1,100,37.25,242.9,90,20.65,168.9,101,7.6,10.1,4,2.73,2,0
780,780,22,107,510, 340-8875,1,0,0,273.5,104,46.5,183.8,68,15.62,153.8,67,6.92,11.0,9,2.97,2,0
781,781,1,112,415, 330-2693,1,0,0,161.9,138,27.52,200.9,114,17.08,134.0,134,6.03,10.7,4,2.89,1,0
782,782,13,35,510, 403-7627,0,1,27,241.7,87,41.09,142.0,101,12.07,288.9,68,13.0,9.4,4,2.54,1,0
783,783,16,103,408, 342-3678,1,0,0,62.8,124,10.68,170.4,66,14.48,280.2,78,12.61,9.4,4,2.54,3,0
784,784,33,107,415, 344-9943,0,1,22,281.1,83,47.79,143.7,130,12.21,239.4,128,10.77,11.2,9,3.02,1,0
785,785,49,69,415, 390-5686,0,0,0,228.2,70,38.79,263.7,80,22.41,142.6,60,6.42,10.7,5,2.89,3,0
786,786,46,85,408, 358-5826,0,0,0,209.8,82,35.67,194.5,94,16.53,200.4,85,9.02,11.3,3,3.05,0,0
787,787,9,24,408, 393-7826,0,0,0,265.6,86,45.15,208.8,102,17.75,182.5,105,8.21,11.1,6,3.0,2,1
788,788,2,90,415, 335-9786,0,0,0,214.9,97,36.53,117.8,117,10.01,133.7,78,6.02,11.8,2,3.19,2,0
789,789,18,137,510, 368-9860,0,0,0,110.5,79,18.79,223.2,111,18.97,169.5,64,7.63,10.5,3,2.84,3,0
790,790,38,92,415, 416-9522,1,1,0,281.1,88,47.79,198.0,103,16.83,94.3,76,4.24,7.5,3,2.03,0,0
791,791,17,38,415, 416-7307,0,0,0,137.8,86,23.43,286.3,76,24.34,167.0,77,7.52,14.1,3,3.81,2,0
792,792,27,69,510, 397-6789,1,1,33,271.5,98,46.16,253.4,102,21.54,165.4,85,7.44,8.2,2,2.21,1,1
793,793,13,45,408, 335-9501,0,0,0,112.8,108,19.18,218.8,120,18.6,240.2,106,10.81,9.0,3,2.43,2,0
794,794,41,73,408, 388-1250,0,0,0,187.3,118,31.84,239.7,90,20.37,167.5,108,7.54,15.1,2,4.08,1,0
795,795,29,92,415, 386-1374,0,0,0,197.0,84,33.49,269.3,105,22.89,158.9,105,7.15,10.8,4,2.92,1,0
796,796,38,113,415, 346-8112,0,1,32,180.4,89,30.67,129.4,124,11.0,166.9,124,7.51,8.4,2,2.27,1,0
797,797,6,68,408, 364-9040,1,0,0,148.5,126,25.25,219.4,125,18.65,198.5,121,8.93,14.5,7,3.92,1,1
798,798,45,135,415, 366-3944,0,1,22,197.1,113,33.51,259.4,95,22.05,134.7,135,6.06,14.6,5,3.94,2,0
799,799,38,100,415, 331-9861,0,1,26,153.7,115,26.13,137.8,146,11.71,213.5,104,9.61,15.9,5,4.29,1,0
800,800,3,96,415, 330-2881,0,1,27,261.3,96,44.42,220.9,101,18.78,179.4,97,8.07,11.3,2,3.05,1,0
801,801,18,108,510, 402-9558,0,0,0,246.2,102,41.85,202.4,134,17.2,180.1,95,8.1,9.4,5,2.54,1,0
802,802,31,84,510, 341-3180,0,0,0,191.0,88,32.47,318.8,119,27.1,247.3,79,11.13,6.5,4,1.76,0,0
803,803,30,134,408, 371-8598,0,0,0,208.3,86,35.41,253.6,89,21.56,291.0,86,13.1,12.6,3,3.4,1,0
804,804,21,72,415, 398-8385,0,0,0,253.0,73,43.01,219.3,78,18.64,210.8,89,9.49,9.8,4,2.65,0,0
805,805,2,83,408, 333-4154,0,0,0,202.3,87,34.39,201.5,111,17.13,101.7,82,4.58,6.8,4,1.84,0,0
806,806,1,137,408, 330-3589,0,0,0,174.4,120,29.65,156.3,98,13.29,136.5,121,6.14,10.2,5,2.75,0,0
807,807,45,56,415, 417-1477,0,1,30,127.1,89,21.61,172.1,116,14.63,194.6,111,8.76,12.1,3,3.27,1,0
808,808,4,61,510, 327-5525,1,1,16,143.5,76,24.4,242.6,58,20.62,147.7,95,6.65,11.3,3,3.05,0,0
809,809,29,171,510, 363-8244,0,1,17,186.9,94,31.77,240.0,138,20.4,200.9,64,9.04,5.8,3,1.57,1,0
810,810,42,123,510, 419-9104,0,0,0,194.0,118,32.98,242.0,114,20.57,146.3,108,6.58,12.1,4,3.27,1,0
811,811,31,58,510, 363-1560,0,0,0,234.8,89,39.92,106.8,131,9.08,178.5,122,8.03,9.9,6,2.67,0,0
812,812,48,156,510, 341-4075,0,0,0,123.7,96,21.03,103.0,80,8.76,189.4,82,8.52,13.1,4,3.54,1,0
813,813,13,166,510, 366-9074,0,0,0,173.9,103,29.56,276.4,83,23.49,190.8,113,8.59,15.3,5,4.13,0,0
814,814,30,75,510, 367-1424,0,1,41,130.9,115,22.25,203.4,110,17.29,171.7,68,7.73,12.4,4,3.35,1,0
815,815,25,75,415, 341-1191,0,0,0,314.6,102,53.48,169.8,86,14.43,285.1,100,12.83,5.7,3,1.54,2,1
816,816,4,83,510, 342-9480,0,0,0,227.9,78,38.74,207.5,115,17.64,211.7,100,9.53,12.1,5,3.27,1,0
817,817,12,100,510, 355-9360,0,0,0,95.5,92,16.24,163.7,63,13.91,264.2,118,11.89,6.6,6,1.78,2,0
818,818,32,153,408, 343-1538,0,0,0,185.3,127,31.5,208.0,73,17.68,206.1,124,9.27,15.1,3,4.08,1,0
819,819,3,150,415, 335-2331,0,0,0,146.3,133,24.87,202.7,95,17.23,234.7,103,10.56,13.1,3,3.54,1,0
820,820,1,92,510, 335-7257,0,1,16,184.0,99,31.28,76.4,134,6.49,185.1,96,8.33,12.7,3,3.43,2,0
821,821,3,80,415, 332-2137,0,0,0,105.8,110,17.99,200.8,88,17.07,189.6,87,8.53,13.1,5,3.54,0,0
822,822,2,134,415, 352-2998,0,0,0,178.0,110,30.26,153.8,64,13.07,236.6,105,10.65,11.7,4,3.16,1,0
823,823,49,77,510, 346-6941,0,1,24,149.4,74,25.4,123.9,72,10.53,174.3,84,7.84,10.1,6,2.73,1,0
824,824,29,147,510, 400-2203,0,0,0,209.4,104,35.6,132.5,78,11.26,149.4,123,6.72,11.3,3,3.05,2,0
825,825,33,74,415, 421-2955,0,0,0,172.1,105,29.26,211.7,99,17.99,182.2,105,8.2,11.6,6,3.13,1,0
826,826,43,138,510, 331-6629,1,0,0,169.3,82,28.78,217.9,147,18.52,184.2,77,8.29,9.4,9,2.54,1,0
827,827,31,143,415, 343-6314,0,0,0,119.1,117,20.25,287.7,136,24.45,223.0,100,10.04,12.2,4,3.29,0,0
828,828,41,64,415, 414-6638,0,0,0,194.2,147,33.01,173.4,87,14.74,268.7,114,12.09,5.5,2,1.49,2,0
829,829,18,120,510, 350-5883,0,0,0,198.8,56,33.8,230.1,73,19.56,119.8,81,5.39,9.9,3,2.67,2,0
830,830,24,121,408, 409-4447,1,0,0,167.7,94,28.51,93.7,121,7.96,241.3,115,10.86,13.4,1,3.62,3,1
831,831,23,88,415, 376-4856,0,0,0,202.2,86,34.37,216.8,93,18.43,239.4,99,10.77,11.8,2,3.19,2,0
832,832,34,87,408, 335-1874,0,0,0,322.5,106,54.83,204.6,93,17.39,186.2,128,8.38,9.4,4,2.54,2,1
833,833,28,100,510, 397-6255,0,0,0,216.2,107,36.75,215.6,84,18.33,138.4,127,6.23,10.2,3,2.75,0,0
834,834,31,104,415, 381-5047,0,0,0,76.4,116,12.99,115.6,74,9.83,226.3,94,10.18,9.4,3,2.54,3,0
835,835,45,27,510, 403-6850,0,0,0,72.7,75,12.36,208.6,117,17.73,65.8,71,2.96,9.9,3,2.67,1,0
836,836,43,81,415, 375-3658,0,1,31,210.4,100,35.77,225.5,97,19.17,168.7,120,7.59,9.7,4,2.62,0,0
837,837,35,64,510, 341-2603,1,1,33,127.2,93,21.62,162.9,104,13.85,247.4,109,11.13,8.1,4,2.19,0,0
838,838,17,107,510, 342-5062,0,1,28,201.8,79,34.31,304.9,128,25.92,225.6,133,10.15,11.9,8,3.21,1,0
839,839,37,88,415, 354-1558,0,1,17,219.5,78,37.32,222.1,94,18.88,188.3,92,8.47,16.1,5,4.35,1,0
840,840,17,111,408, 351-9537,0,0,0,99.3,112,16.88,270.5,136,22.99,225.3,94,10.14,9.0,6,2.43,3,0
841,841,27,77,415, 401-1252,0,0,0,239.2,114,40.66,150.0,115,12.75,160.8,81,7.24,10.3,2,2.78,5,0
842,842,8,67,415, 366-9538,1,0,0,120.9,58,20.55,235.0,88,19.98,95.1,130,4.28,11.4,4,3.08,2,0
843,843,2,102,408, 364-7622,0,0,0,224.7,81,38.2,129.4,112,11.0,167.6,109,7.54,15.8,6,4.27,1,0
844,844,39,146,408, 393-9918,0,1,19,176.6,88,30.02,162.7,66,13.83,215.5,98,9.7,14.6,6,3.94,1,0
845,845,31,144,415, 376-4484,0,1,0,283.9,98,48.26,192.0,109,16.32,196.3,85,8.83,10.0,4,2.7,1,0
846,846,42,96,415, 410-6791,0,0,0,180.6,92,30.7,190.9,114,16.23,295.6,125,13.3,10.3,4,2.78,1,1
847,847,39,70,415, 343-2392,0,1,31,125.9,101,21.4,196.4,102,16.69,252.7,75,11.37,10.3,4,2.78,1,0
848,848,18,149,408, 408-4323,0,0,0,237.6,79,40.39,192.4,107,16.35,207.4,111,9.33,9.1,9,2.46,0,0
849,849,43,129,415, 395-1718,0,0,0,198.4,91,33.73,264.7,106,22.5,111.4,101,5.01,9.2,2,2.48,2,0
850,850,30,166,408, 354-9492,0,0,0,274.3,110,46.63,200.8,109,17.07,246.1,119,11.07,10.9,5,2.94,0,0
851,851,15,136,408, 367-8168,1,0,0,199.6,89,33.93,211.4,96,17.97,72.4,84,3.26,11.0,4,2.97,3,1
852,852,16,149,510, 340-3500,0,0,0,217.7,91,37.01,273.5,74,23.25,226.9,99,10.21,9.6,3,2.59,3,0
853,853,26,70,415, 369-4962,0,0,0,134.7,96,22.9,235.9,90,20.05,260.2,113,11.71,7.6,6,2.05,3,0
854,854,33,120,415, 334-8967,0,1,24,212.7,73,36.16,257.5,103,21.89,227.8,119,10.25,9.7,4,2.62,2,0
855,855,50,66,510, 402-2377,0,0,0,256.3,135,43.57,180.2,106,15.32,187.3,135,8.43,6.2,7,1.67,2,0
856,856,10,104,408, 366-3917,0,0,0,183.6,133,31.21,120.7,98,10.26,215.1,112,9.68,12.7,2,3.43,1,0
857,857,27,160,415, 333-3531,0,0,0,176.2,90,29.95,196.0,115,16.66,263.9,95,11.88,9.2,4,2.48,1,0
858,858,13,129,415, 333-8954,0,1,37,205.0,94,34.85,165.4,103,14.06,185.0,81,8.32,11.7,8,3.16,1,0
859,859,2,93,408, 374-9203,0,0,0,267.9,114,45.54,223.0,74,18.96,262.7,90,11.82,11.3,3,3.05,3,1
860,860,41,169,415, 334-3289,0,0,0,179.2,111,30.46,175.2,130,14.89,228.6,92,10.29,9.9,6,2.67,2,0
861,861,33,58,415, 353-7822,0,0,0,149.4,145,25.4,196.5,105,16.7,209.5,108,9.43,14.9,3,4.02,1,0
862,862,51,75,510, 350-1422,0,1,38,163.6,132,27.81,146.7,113,12.47,200.8,115,15.56,13.1,3,3.54,3,0
863,863,33,45,408, 385-8406,0,0,0,207.6,71,35.29,152.7,94,12.98,217.8,125,9.8,12.4,4,3.35,1,0
864,864,19,155,510, 380-7277,0,0,0,165.4,108,28.12,183.7,103,15.61,80.2,108,3.61,8.9,4,2.4,3,0
865,865,20,52,415, 352-1798,0,0,0,209.8,114,35.67,171.3,82,14.56,154.6,119,6.96,9.9,9,2.67,4,0
866,866,4,119,415, 385-7922,0,1,27,220.1,128,37.42,268.2,133,22.8,146.5,80,6.59,11.1,3,3.0,0,0
867,867,27,86,510, 353-7730,0,0,0,141.3,72,24.02,154.3,95,13.12,210.6,91,9.48,8.2,5,2.21,1,0
868,868,20,42,408, 337-7163,0,0,0,196.5,89,33.41,241.3,123,20.51,143.2,105,6.44,4.0,7,1.08,0,0
869,869,42,127,510, 348-5567,1,0,0,180.9,114,30.75,209.5,118,17.81,249.9,105,11.25,7.4,4,2.0,2,0
870,870,4,123,408, 420-9575,0,0,0,105.0,150,17.85,251.6,90,21.39,258.0,93,11.61,14.9,5,4.02,0,0
871,871,15,98,510, 366-3358,0,0,0,271.4,119,46.14,190.4,102,16.18,284.7,118,12.81,11.1,6,3.0,4,1
872,872,40,149,510, 359-9972,0,1,0,206.7,79,35.14,174.6,122,14.84,241.5,80,10.87,10.9,3,2.94,1,0
873,873,15,160,408, 387-3332,0,0,0,166.8,109,28.36,236.0,117,20.06,307.6,77,13.84,9.3,1,2.51,1,0
874,874,30,103,415, 354-6960,0,0,0,204.9,107,34.83,135.2,102,11.49,208.2,106,9.37,10.4,3,2.81,5,0
875,875,41,132,415, 405-3335,0,1,15,154.6,128,26.28,245.6,106,20.88,148.6,90,6.69,9.1,4,2.46,1,0
876,876,24,137,415, 379-4257,0,0,0,127.0,107,21.59,323.2,75,27.47,143.9,127,6.48,7.5,2,2.03,1,0
877,877,31,129,415, 355-4992,1,0,0,267.4,78,45.46,204.2,85,17.36,111.7,146,5.03,5.9,4,1.59,1,0
878,878,13,62,415, 383-6373,0,0,0,281.0,66,47.77,160.6,108,13.65,77.9,74,3.51,10.3,0,2.78,1,0
879,879,5,122,510, 382-7993,0,1,33,270.8,96,46.04,220.4,110,18.73,169.9,104,7.65,11.8,8,3.19,4,0
880,880,10,32,408, 422-5865,0,0,0,171.2,82,29.1,185.6,102,15.78,203.3,64,9.15,10.2,7,2.75,1,0
881,881,45,86,510, 410-9961,0,0,0,124.1,82,21.1,202.6,120,17.22,289.6,119,13.03,6.7,8,1.81,3,0
882,882,31,130,415, 343-9946,0,0,0,162.8,113,27.68,290.3,111,24.68,114.9,140,5.17,7.2,3,1.94,1,0
883,883,10,42,408, 357-7060,0,0,0,146.3,84,24.87,255.9,113,21.75,200.8,117,2.03,8.0,4,2.16,1,0
884,884,29,73,415, 355-9541,0,0,0,254.8,85,43.32,143.4,80,12.19,153.9,102,6.93,15.0,7,4.05,2,0
885,885,18,66,408, 378-4145,0,1,26,254.9,108,43.33,243.2,135,20.67,190.8,95,8.59,5.4,3,1.46,2,0
886,886,37,103,510, 386-2317,0,1,31,107.7,124,18.31,188.9,104,16.06,196.2,98,8.83,8.9,3,2.4,0,0
887,887,50,128,408, 335-8146,0,0,0,158.8,75,27.0,264.8,91,22.51,270.0,77,12.15,7.6,7,2.05,1,0
888,888,24,104,415, 377-2235,0,0,0,182.9,113,31.09,239.6,85,20.37,229.8,104,10.34,5.5,4,1.49,2,0
889,889,3,103,415, 386-9141,0,0,0,198.5,112,33.75,200.8,90,17.07,179.2,124,8.06,12.4,5,3.35,0,0
890,890,17,124,415, 416-5623,0,0,0,178.4,72,30.33,233.6,134,19.86,179.4,91,8.07,12.0,2,3.24,0,0
891,891,38,87,510, 327-3053,0,0,0,110.9,91,18.85,158.5,115,13.47,207.5,131,9.34,6.2,5,1.67,1,0
892,892,47,109,415, 395-6195,0,1,27,166.9,85,28.37,221.2,92,18.8,197.3,97,8.88,12.3,4,3.32,1,1
893,893,33,167,415, 397-8772,1,0,0,244.8,91,41.62,200.8,105,17.07,176.7,110,7.95,10.7,3,2.89,2,0
894,894,18,97,510, 346-7656,0,0,0,120.8,96,20.54,169.8,101,14.43,194.1,63,8.73,11.9,3,3.21,4,1
895,895,20,106,415, 343-2350,0,0,0,165.3,118,28.1,210.0,101,17.85,187.2,93,8.42,8.5,3,2.3,2,0
896,896,17,125,415, 372-4722,0,0,0,126.7,113,21.54,155.5,131,13.22,206.2,112,9.28,14.4,7,3.89,2,0
897,897,37,108,408, 399-8615,0,1,35,215.9,106,36.7,200.6,107,17.05,195.4,107,8.79,15.5,7,4.19,0,0
898,898,10,125,415, 379-8248,0,0,0,140.1,132,23.82,209.6,126,17.82,264.1,77,11.88,8.0,2,2.16,1,0
899,899,6,89,415, 414-6219,0,1,32,209.9,113,35.68,249.8,104,21.23,224.2,92,10.09,8.7,7,2.35,1,0
900,900,6,72,510, 387-1343,1,1,29,139.8,114,23.77,138.2,91,11.75,221.0,88,9.95,5.5,6,1.49,0,0
901,901,19,23,510, 370-5527,0,0,0,321.6,107,54.67,251.6,115,21.39,141.1,100,6.35,11.3,3,3.05,2,1
902,902,41,149,510, 393-8736,0,0,0,166.6,61,28.32,218.8,107,18.6,208.3,131,9.37,8.2,6,2.21,7,0
903,903,13,73,415, 402-7626,0,0,0,214.2,90,36.41,196.8,78,16.73,157.9,112,7.11,5.9,8,1.59,0,0
904,904,20,61,415, 370-2688,0,0,0,260.0,123,44.2,210.5,127,17.89,234.7,70,10.56,9.0,3,2.43,1,1
905,905,1,161,415, 418-9036,0,0,0,191.9,113,32.62,70.9,87,6.03,204.8,107,9.22,13.4,4,3.62,4,1
